iter	Logloss	Accuracy
113	0.1595488368	0.9511729926
114	0.1593939429	0.9512111387
115	0.1593799026	0.9512111387
116	0.1593417947	0.9512874309
117	0.1591814106	0.9511348465
118	0.1589593116	0.9512492848
119	0.1589349446	0.951325577
120	0.1588146558	0.9512111387
121	0.1587865342	0.9512874309
122	0.1587441851	0.951325577
123	0.1587227424	0.9513637231
124	0.1587167193	0.9512874309
125	0.1586848258	0.9512874309
126	0.1586636729	0.9514018692
127	0.1586434862	0.9514018692
128	0.1585972551	0.9514018692
129	0.1585615984	0.9514018692
130	0.1583996689	0.951325577
131	0.1583945834	0.9513637231
132	0.1583928989	0.951325577
133	0.158383622	0.951325577
134	0.1583707148	0.9514018692
135	0.1582757128	0.9514781614
136	0.1582756201	0.9514781614
137	0.1582603878	0.9514400153
138	0.1581657444	0.9514018692
139	0.1581487559	0.9514018692
140	0.1580881935	0.9514018692
141	0.1579677267	0.9514400153
142	0.1578446277	0.9515544536
143	0.1578078903	0.9515544536
144	0.1578040741	0.9515544536
145	0.157803461	0.9515544536
146	0.157787165	0.9515163075
147	0.1577655887	0.9515163075
148	0.1577411997	0.9515163075
149	0.1577128479	0.9515163075
150	0.1576748112	0.9515925997
151	0.1576747181	0.9515925997
152	0.1576621429	0.9515925997
153	0.1576446968	0.9515925997
154	0.1575783721	0.9516688919
155	0.1575618703	0.951707038
156	0.1573563195	0.9518977685
157	0.1573558674	0.9518977685
158	0.1573430546	0.9518596224
159	0.1573427061	0.9518977685
160	0.1573426546	0.9518977685
161	0.1573426081	0.9518977685
162	0.1572939774	0.9519359146
163	0.1572832448	0.9518977685
164	0.1571875193	0.9518214763
165	0.1570506095	0.9519740607
166	0.1570505128	0.9519740607
167	0.1570282575	0.9518977685
168	0.1570181065	0.9518977685
169	0.1570146928	0.9518977685
170	0.1570004578	0.9519359146
171	0.1569870212	0.9519359146
172	0.1569676633	0.9519359146
173	0.1569231747	0.9519359146
174	0.1568616659	0.9519740607
175	0.1568455617	0.9519740607
176	0.1568174819	0.9519359146
177	0.1567095549	0.9521266451
178	0.1567022059	0.952088499
179	0.1565893459	0.9521266451
180	0.1565891737	0.9521266451
181	0.1565325593	0.952088499
182	0.1565325251	0.952088499
183	0.1565157813	0.952088499
184	0.1564368372	0.9521647912
185	0.1563818547	0.9522410833
186	0.1563633911	0.9522410833
187	0.1563475024	0.9522792294
188	0.156347473	0.9522792294
189	0.1563472893	0.9522792294
190	0.1563440596	0.9522792294
191	0.1563315027	0.9522410833
192	0.1562876031	0.9522029372
193	0.1562790287	0.9522029372
194	0.1562237161	0.9522029372
195	0.156193503	0.9522410833
196	0.1561846681	0.9522410833
197	0.156110376	0.9523173755
198	0.1560968365	0.9522792294
199	0.156071099	0.9522792294
200	0.1560170738	0.9523173755
201	0.1558930577	0.9523555216
202	0.1558782682	0.9523555216
203	0.1558532794	0.9523555216
204	0.1558345007	0.9523936677
205	0.1557442632	0.9524699599
206	0.1556896222	0.9524318138
207	0.1556355417	0.952508106
208	0.1556160084	0.9525462521
209	0.1555512926	0.9525462521
210	0.1555501502	0.9525462521
211	0.1554670256	0.9525843982
212	0.1554615604	0.9525462521
213	0.1553751493	0.9525462521
214	0.1552868889	0.9526225443
215	0.1552158911	0.9525843982
216	0.1552143799	0.9525843982
217	0.1551543334	0.9526225443
218	0.1551254393	0.9526606904
219	0.1551252853	0.9526225443
220	0.1551041892	0.9526225443
221	0.1550043999	0.9526606904
222	0.154922712	0.9526606904
223	0.1548968047	0.9526606904
224	0.1548771522	0.9525462521
225	0.1548269929	0.9526225443
226	0.1547912506	0.9526988365
227	0.1547763772	0.9526225443
228	0.1547139826	0.9528132748
229	0.1546750042	0.9528132748
230	0.1546621793	0.9527751287
231	0.154647708	0.9527751287
232	0.1545980684	0.9528514209
233	0.1545549151	0.9527751287
234	0.1545025692	0.9528514209
235	0.1544930132	0.9528132748
236	0.1544194017	0.9529277131
237	0.1541228383	0.9529277131
238	0.1540566531	0.9529658592
239	0.1540483544	0.9530040053
240	0.153965591	0.9530421514
241	0.1539540453	0.9530421514
242	0.1539259336	0.9531184436
243	0.1538344092	0.9530802975
244	0.1538147939	0.9530802975
245	0.1537763083	0.9531184436
246	0.1537267283	0.9531565897
247	0.1536952441	0.953271028
248	0.153692392	0.953271028
249	0.153670472	0.9533473202
250	0.1536480921	0.953271028
251	0.1536320538	0.953271028
252	0.1535836672	0.953271028
253	0.1535460876	0.953271028
254	0.1535366625	0.9533091741
255	0.1534657048	0.9533091741
256	0.1534559612	0.9533091741
257	0.1532244126	0.9533091741
258	0.1532098232	0.9531947358
259	0.1531749014	0.9531947358
260	0.1531686786	0.9532328819
261	0.1531427887	0.953271028
262	0.1531368572	0.9532328819
263	0.1531043626	0.953271028
264	0.1529656185	0.9531184436
265	0.1529369166	0.9531184436
266	0.1529015409	0.9531184436
267	0.1528119723	0.953271028
268	0.1527967551	0.9533091741
269	0.1527703853	0.9533854663
270	0.152729434	0.9534617585
271	0.1527226909	0.9534236124
272	0.1527161904	0.9534236124
273	0.1527071864	0.9534236124
274	0.1526723596	0.9533854663
275	0.1526614027	0.9533854663
276	0.1525357233	0.9533854663
277	0.1525098758	0.9533854663
278	0.1524762443	0.9534617585
279	0.1522452209	0.9535380507
280	0.1521145645	0.9534999046
281	0.1520615717	0.9535761968
282	0.1520396816	0.9536143429
283	0.1520301642	0.9536143429
284	0.1518891755	0.9535761968
285	0.1518629084	0.9534999046
286	0.1516948143	0.9535380507
287	0.1516411676	0.9535761968
288	0.1516377891	0.9535761968
289	0.1516125314	0.9535761968
290	0.1516001581	0.9535761968
291	0.1515244355	0.9537287812
292	0.1515038058	0.9537669273
293	0.151443579	0.9538050734
294	0.1514059977	0.9537669273
295	0.1513981495	0.9537287812
296	0.151384198	0.9537669273
297	0.1513782611	0.9537287812
298	0.1513629515	0.9537287812
299	0.1513118567	0.9537287812
300	0.1513068421	0.9537287812
301	0.1513038822	0.9537287812
302	0.1512740496	0.9538432195
303	0.1512629779	0.9538050734
304	0.1512577834	0.9538050734
305	0.1512431153	0.9537669273
306	0.1512396908	0.9537669273
307	0.1512042608	0.9537669273
308	0.1511992811	0.9537669273
309	0.1511640888	0.9538432195
310	0.1511601685	0.9538813656
311	0.15115328	0.9538813656
312	0.1511305428	0.9539958039
313	0.1511199476	0.9539958039
314	0.1511141863	0.9539576578
315	0.1511114645	0.9539958039
316	0.1510997185	0.95403395
317	0.1510953423	0.95403395
318	0.1510685367	0.9541102422
319	0.1510598878	0.9541483883
320	0.1510520376	0.9541483883
321	0.1510301776	0.9541483883
322	0.1510047994	0.95403395
323	0.1509684651	0.9541483883
324	0.1509565651	0.9541865344
325	0.1509377201	0.9542246805
326	0.1507644123	0.9540720961
327	0.1507612409	0.9540720961
328	0.150723854	0.9540720961
329	0.1506776978	0.9540720961
330	0.1506158497	0.9539576578
331	0.1505917867	0.9539958039
332	0.1505668918	0.9539958039
333	0.1505556028	0.9539958039
334	0.1505059842	0.9540720961
335	0.1504854964	0.9541102422
336	0.1504583819	0.9542246805
337	0.1504401331	0.9541865344
338	0.1504240049	0.9541865344
339	0.150410576	0.9541865344
340	0.1504068142	0.9541865344
341	0.1503532977	0.9543009727
342	0.1503280857	0.9542628266
343	0.1503004522	0.9543009727
344	0.1502534661	0.9542628266
345	0.1502408681	0.9542628266
346	0.1502203134	0.9542628266
347	0.1502066891	0.9542628266
348	0.1502062329	0.9542628266
349	0.1501898003	0.9542628266
350	0.1501821631	0.9542628266
351	0.1501754631	0.9542628266
352	0.1501577653	0.9543009727
353	0.1501560967	0.9543009727
354	0.1501533891	0.9543009727
355	0.1501457584	0.9543009727
356	0.1501312948	0.9542628266
357	0.1501266005	0.9542628266
358	0.150102153	0.9542628266
359	0.1500731789	0.9542628266
360	0.1500713726	0.9542628266
361	0.150034954	0.9542628266
362	0.150015696	0.9542628266
363	0.1500101476	0.9542628266
364	0.1500096723	0.9542628266
365	0.1500068628	0.9542628266
366	0.1499940178	0.9542628266
367	0.149871371	0.9543772649
368	0.1498502388	0.9543391188
369	0.1498424683	0.9543009727
370	0.1498135366	0.9543772649
371	0.1498083351	0.9543772649
372	0.1498031729	0.954415411
373	0.149792015	0.954415411
374	0.1497745471	0.9544535571
375	0.1497478564	0.954415411
376	0.149745427	0.9544535571
377	0.1497400482	0.9544917032
378	0.1497227172	0.9545298493
379	0.149697854	0.9544917032
380	0.1496710546	0.9544917032
381	0.1496707304	0.9544535571
382	0.1496135974	0.9545298493
383	0.1496111797	0.9545298493
384	0.1495116998	0.9544917032
385	0.1495103753	0.9544917032
386	0.1494795797	0.9544917032
387	0.1494005087	0.9545298493
388	0.1493887911	0.9544917032
389	0.1492977252	0.9545298493
390	0.1492972731	0.9545298493
391	0.1492910397	0.9545298493
392	0.149287852	0.9545298493
393	0.1492856198	0.9545298493
394	0.1492024359	0.9546061415
395	0.149147344	0.9546824337
396	0.1491308512	0.9546442876
397	0.149117027	0.9546824337
398	0.1490541883	0.9547587259
399	0.1490518852	0.9547587259
400	0.1490468767	0.9547587259
401	0.1490296411	0.954796872
402	0.1489962626	0.9547587259
403	0.1489896835	0.9547587259
404	0.1489788523	0.9547587259
405	0.1489734503	0.9547587259
406	0.1489714154	0.954796872
407	0.1489444046	0.9548731642
408	0.1489430241	0.9548731642
409	0.1489396511	0.9548350181
410	0.1489341342	0.9548350181
411	0.1489168884	0.9548731642
412	0.1488950995	0.9548731642
413	0.148881009	0.9549494564
414	0.1488727663	0.9549494564
415	0.1488727239	0.9549494564
416	0.148861544	0.9549494564
417	0.1488324254	0.9549494564
418	0.1488242255	0.9549876025
419	0.148815307	0.9549876025
420	0.1488042644	0.9549876025
421	0.1487796967	0.9551020408
422	0.1487719109	0.9551020408
423	0.1487697093	0.9551020408
424	0.1487660141	0.9551020408
425	0.1487543199	0.9551020408
426	0.1487315848	0.9551401869
427	0.1487294147	0.9551401869
428	0.1487260443	0.9551401869
429	0.1487102723	0.955178333
430	0.1486892569	0.955178333
431	0.1486877176	0.955178333
432	0.1486283061	0.9552164791
433	0.1486113656	0.955178333
434	0.1485998544	0.9552164791
435	0.1485834643	0.955178333
436	0.1485584642	0.9552546252
437	0.1485553988	0.9553690635
438	0.148496047	0.9553309174
439	0.1484781609	0.9554072096
440	0.1484685456	0.9554072096
441	0.1484646896	0.9554072096
442	0.148403008	0.9554072096
443	0.1483811592	0.9554453557
444	0.1483721539	0.9554453557
445	0.1483650587	0.9554453557
446	0.1483529923	0.9553690635
447	0.1483170058	0.9554835018
448	0.1481978199	0.955559794
449	0.1481904448	0.955559794
450	0.1481842855	0.955559794
451	0.148102331	0.955559794
452	0.1480910172	0.955559794
453	0.1480713934	0.955559794
454	0.1480616832	0.955559794
455	0.1480529275	0.9555979401
456	0.1479798729	0.955559794
457	0.1479493007	0.9556742323
458	0.1479472328	0.9556742323
459	0.1479014193	0.9555979401
460	0.1478773322	0.9557123784
461	0.1478038426	0.9556742323
462	0.1477960667	0.9556360862
463	0.147783588	0.9556360862
464	0.1477778235	0.9556360862
465	0.1477637421	0.9556742323
466	0.1477577608	0.9556742323
467	0.1477394897	0.9556742323
468	0.1477364553	0.9556742323
469	0.147722576	0.9557123784
470	0.1477194356	0.9556742323
471	0.147713855	0.9556742323
472	0.14769706	0.9557123784
473	0.1476695675	0.9557123784
474	0.1476382637	0.9557505245
475	0.1475970566	0.9557886706
476	0.1475929255	0.9557886706
477	0.147574154	0.9557886706
478	0.1475596522	0.9558268167
479	0.147536616	0.9558268167
480	0.1475352172	0.9558268167
481	0.1475244085	0.9558649628
482	0.147518314	0.9558649628
483	0.1475152686	0.9558649628
484	0.1474997473	0.9558268167
485	0.1474934194	0.9558268167
486	0.1474857755	0.9558649628
487	0.1474719704	0.9558649628
488	0.1474713054	0.9558649628
489	0.1474474823	0.9558649628
490	0.1474235189	0.955941255
491	0.1474042444	0.9559031089
492	0.147332184	0.955941255
493	0.1473066386	0.9559031089
494	0.1472968723	0.9559031089
495	0.1472910285	0.9559031089
496	0.1472395157	0.9558649628
497	0.147220166	0.9558649628
498	0.1471877701	0.9558649628
499	0.1471853441	0.9558649628
500	0.1471761166	0.9558649628
501	0.1471629343	0.955941255
502	0.1471438383	0.9559794011
503	0.1471369442	0.9559794011
504	0.1471359323	0.9560175472
505	0.147110653	0.9560556933
506	0.1470998495	0.9560556933
507	0.1470983251	0.9560556933
508	0.1470704084	0.9560556933
509	0.1470424551	0.9560556933
510	0.1470067665	0.9560938394
511	0.1470030011	0.9560938394
512	0.1470008067	0.9560938394
513	0.1469966989	0.9560938394
514	0.1469742727	0.9560938394
515	0.1469607062	0.9560938394
516	0.1469578309	0.9560938394
517	0.1469085521	0.9560938394
518	0.1469062897	0.9560938394
519	0.1469043577	0.9560938394
520	0.1469026979	0.9560938394
521	0.1468861733	0.9561319855
522	0.1468829695	0.9561319855
523	0.1468819104	0.9561319855
524	0.1468773706	0.9561319855
525	0.1468769143	0.9561319855
526	0.1468737317	0.9561319855
527	0.1468700072	0.9561319855
528	0.1468688321	0.9561319855
529	0.1468253783	0.9561701316
530	0.1468236699	0.9561701316
531	0.1468032242	0.9562464238
532	0.1468018117	0.9562082777
533	0.1468006165	0.9562082777
534	0.1467684216	0.9561701316
535	0.146758758	0.9561319855
536	0.1467572866	0.9561319855
537	0.1467561997	0.9561319855
538	0.1467557823	0.9561319855
539	0.1467505858	0.9561319855
540	0.1467500259	0.9561319855
541	0.146749831	0.9561319855
542	0.146716286	0.9562082777
543	0.1466987685	0.9561701316
544	0.1466959756	0.9561701316
545	0.1466908973	0.9562082777
546	0.1466873224	0.9562082777
547	0.1466699629	0.9562082777
548	0.1466695808	0.9562082777
549	0.1466629232	0.9562082777
550	0.1466273113	0.9561701316
551	0.14660867	0.9562845699
552	0.1466034717	0.9562845699
553	0.1465999118	0.9562845699
554	0.1465976133	0.956322716
555	0.1465927209	0.9562845699
556	0.1465917092	0.9562845699
557	0.146591338	0.9562845699
558	0.1465818743	0.956322716
559	0.146522186	0.9562845699
560	0.1464660044	0.9562464238
561	0.1463882383	0.9562464238
562	0.1463770254	0.9562845699
563	0.1463718302	0.9562845699
564	0.1463627738	0.9562464238
565	0.1463603521	0.9562464238
566	0.1463588614	0.9562464238
567	0.1463560711	0.9562464238
568	0.1463529789	0.9562082777
569	0.1463511123	0.9562082777
570	0.1463132075	0.9562464238
571	0.1462456652	0.9563990082
572	0.1462404323	0.9563990082
573	0.1462305975	0.9563608621
574	0.1462208114	0.9563990082
575	0.1462201253	0.9563990082
576	0.146150461	0.9564371543
577	0.1461481125	0.9564371543
578	0.1461457578	0.9564371543
579	0.1461438393	0.9564371543
580	0.146142946	0.9564371543
581	0.1461341203	0.9564371543
582	0.1460958016	0.9563990082
583	0.146067851	0.9565897387
584	0.1460648877	0.9565515926
585	0.1460633859	0.9565515926
586	0.1460608848	0.9565515926
587	0.1460600604	0.9565515926
588	0.1460572429	0.9565515926
589	0.1460562283	0.9565515926
590	0.1460541041	0.9565515926
591	0.1459917613	0.9566278848
592	0.1459907458	0.9566278848
593	0.1459900481	0.9566278848
594	0.1459715012	0.9566660309
595	0.145970221	0.9566660309
596	0.1459689288	0.9566660309
597	0.1459614143	0.9566660309
598	0.145950336	0.9566660309
599	0.1458881377	0.9566660309
600	0.1458707141	0.956704177
601	0.1458685513	0.956704177
602	0.1458487258	0.956704177
603	0.1458483639	0.956704177
604	0.1458373927	0.956704177
605	0.1458251718	0.956704177
606	0.1458219304	0.956704177
607	0.1458195229	0.956704177
608	0.1457598674	0.9567423231
609	0.1457491708	0.9567423231
610	0.1457448322	0.9567423231
611	0.1457443503	0.9567423231
612	0.1457436197	0.9567423231
613	0.1457146408	0.9567423231
614	0.1456926753	0.9567423231
615	0.1456916543	0.9567423231
616	0.1456882536	0.9567423231
617	0.1456881271	0.9567423231
618	0.1456819269	0.9567423231
619	0.1456658651	0.956704177
620	0.1456462224	0.9567423231
621	0.1456426299	0.9567423231
622	0.145621794	0.9568186153
623	0.1456200613	0.9568186153
624	0.1455678666	0.9568186153
625	0.1455595787	0.9568186153
626	0.1455432808	0.9568186153
627	0.1455340567	0.9568186153
628	0.1455336895	0.9568186153
629	0.1455329384	0.9568186153
630	0.1455179859	0.9568186153
631	0.1455157764	0.9568186153
632	0.145514725	0.9568186153
633	0.1455007076	0.9568186153
634	0.1454989788	0.9568186153
635	0.1454827934	0.9568186153
636	0.1454760196	0.9568567614
637	0.1454753	0.9568567614
638	0.1454717136	0.9567804692
639	0.1454390837	0.9568186153
640	0.145411418	0.9568949075
641	0.1453936418	0.9568949075
642	0.1453792554	0.9568949075
643	0.1453776493	0.9568949075
644	0.1453512706	0.9568949075
645	0.1453400635	0.9568949075
646	0.145334064	0.9569330536
647	0.1453277891	0.9569330536
648	0.1453264591	0.9569330536
649	0.1453250754	0.9569330536
650	0.1452945311	0.9569330536
651	0.1452874874	0.9568949075
652	0.1452505305	0.9569330536
653	0.1452466793	0.9569330536
654	0.145228138	0.9569330536
655	0.145221291	0.9570093458
656	0.1451936198	0.9569711997
657	0.1451903598	0.9569711997
658	0.1451896939	0.9569711997
659	0.1451870669	0.9569711997
660	0.1451797274	0.9569711997
661	0.1450963008	0.957085638
662	0.1450889062	0.9570474919
663	0.1450761173	0.9570474919
664	0.1450137993	0.9570474919
665	0.145012348	0.9570474919
666	0.1450101562	0.9570474919
667	0.1450013441	0.9570474919
668	0.1450009058	0.9570474919
669	0.1450002773	0.9570474919
670	0.1449995839	0.9570474919
671	0.1449986983	0.9570474919
672	0.1449976528	0.9570474919
673	0.1449962583	0.9570474919
674	0.1449956074	0.9570474919
675	0.144993485	0.9570474919
676	0.144992384	0.9570474919
677	0.1449913629	0.9570474919
678	0.1449502961	0.9571237841
679	0.1449375917	0.9571237841
680	0.1449327314	0.9571237841
681	0.1449318806	0.9571237841
682	0.1449081009	0.9571237841
683	0.1449039244	0.9571237841
684	0.144900194	0.9571237841
685	0.1448988133	0.9571237841
686	0.1448970728	0.9571237841
687	0.144892092	0.9571619302
688	0.1448530837	0.9571237841
689	0.1448412579	0.9571619302
690	0.1448131895	0.9571237841
691	0.1448122805	0.9571237841
692	0.144794643	0.9571619302
693	0.1447913904	0.9571619302
694	0.1447760123	0.9571619302
695	0.1447715692	0.9571237841
696	0.1447678995	0.9571237841
697	0.1447354246	0.957085638
698	0.144728554	0.957085638
699	0.1447257148	0.957085638
700	0.1446879816	0.9571237841
701	0.1446848151	0.9571237841
702	0.1446749753	0.9571237841
703	0.1446736224	0.9571237841
704	0.1446724341	0.9571237841
705	0.14466757	0.9571237841
706	0.1446669439	0.9571237841
707	0.1446665789	0.9571237841
708	0.1446633698	0.9571237841
709	0.1446574982	0.9571237841
710	0.1446541638	0.9571237841
711	0.144623905	0.9572000763
712	0.1446235822	0.9572000763
713	0.1446232047	0.9572000763
714	0.1446150957	0.9572000763
715	0.144582783	0.9572000763
716	0.144553144	0.9571619302
717	0.1445404119	0.9572000763
718	0.1445392874	0.9572000763
719	0.1445286008	0.9572382224
720	0.1445145171	0.9572382224
721	0.1445001803	0.9572000763
722	0.1444966714	0.9572382224
723	0.1444962708	0.9572382224
724	0.1444540925	0.9572382224
725	0.144415363	0.9572763685
726	0.1443991145	0.9572763685
727	0.1443213212	0.9572763685
728	0.1443192236	0.9572763685
729	0.1443103529	0.9572382224
730	0.1443093265	0.9572382224
731	0.1442757711	0.9572763685
732	0.1442500901	0.9572382224
733	0.1442403631	0.9572763685
734	0.1442227673	0.9572763685
735	0.1441885773	0.9572763685
736	0.1441749728	0.9572382224
737	0.1441711339	0.9572763685
738	0.1441678307	0.9572763685
739	0.1441510751	0.9572763685
740	0.1440928305	0.9573526607
741	0.1440909574	0.9573526607
742	0.1440905368	0.9573526607
743	0.1440562912	0.9573526607
744	0.1440536924	0.9573908068
745	0.1440465129	0.9573908068
746	0.1440461155	0.9573908068
747	0.1440210757	0.9573526607
748	0.1440100607	0.9573908068
749	0.144006329	0.9573908068
750	0.1440059131	0.9573908068
751	0.1439935457	0.9573908068
752	0.1439886705	0.9573908068
753	0.1439867416	0.9573908068
754	0.143985178	0.9573908068
755	0.1439839194	0.9573526607
756	0.1439811459	0.9573526607
757	0.1439170223	0.9573908068
758	0.1438898702	0.9573145146
759	0.1438891581	0.9573145146
760	0.1438549845	0.9573526607
761	0.143852443	0.9573526607
762	0.1438402652	0.9573526607
763	0.1437801488	0.9573526607
764	0.1437768975	0.9573526607
765	0.1437765388	0.9573526607
766	0.143775778	0.9573526607
767	0.1437728717	0.9573526607
768	0.1437709034	0.9573526607
769	0.143764392	0.9573526607
770	0.1437616743	0.9573526607
771	0.1437309319	0.9573908068
772	0.1437305916	0.9573908068
773	0.1437301103	0.9573908068
774	0.143724952	0.9573908068
775	0.1437179116	0.9574289529
776	0.1436916342	0.9573908068
777	0.1436421297	0.9573908068
778	0.1436385706	0.9574289529
779	0.1436378981	0.9574289529
780	0.1435763002	0.9574289529
781	0.1435649754	0.957467099
782	0.1435115081	0.9575052451
783	0.1435053088	0.9575052451
784	0.1434958299	0.9575052451
785	0.1434921356	0.9575052451
786	0.1434859757	0.9575052451
787	0.1434806978	0.9575052451
788	0.1434799607	0.9575052451
789	0.1434625205	0.957467099
790	0.1434582251	0.957467099
791	0.1433880596	0.957467099
792	0.1433540644	0.9575052451
793	0.1433498443	0.9575052451
794	0.1433477433	0.9575052451
795	0.1433170868	0.9575433912
796	0.1432707068	0.9575433912
797	0.1432694781	0.9575433912
798	0.143253426	0.9575052451
799	0.1432494398	0.9575052451
800	0.1432416542	0.9575052451
801	0.143240473	0.9575433912
802	0.1432397851	0.9575433912
803	0.1432277395	0.9575433912
804	0.1432104645	0.9575433912
805	0.1431672859	0.9575433912
806	0.1431473633	0.9575052451
807	0.1430878598	0.9575433912
808	0.1430807926	0.9575433912
809	0.1430721255	0.9575052451
810	0.1430664988	0.9575815373
811	0.1430572096	0.9576578295
812	0.1430535414	0.9576578295
813	0.1430533364	0.9576578295
814	0.1430525239	0.9576578295
815	0.1430505611	0.9576578295
816	0.1430492794	0.9576196834
817	0.1430427788	0.9576196834
818	0.1430423807	0.9576196834
819	0.1430362692	0.9576196834
820	0.1430354724	0.9576196834
821	0.1430302295	0.9576196834
822	0.1430291848	0.9576196834
823	0.1430210422	0.9576196834
824	0.1430178158	0.9576578295
825	0.1430176429	0.9576578295
826	0.1430160145	0.9576578295
827	0.1429961431	0.9577722678
828	0.14299461	0.9577722678
829	0.1429945262	0.9577722678
830	0.1429829717	0.9577722678
831	0.1429758206	0.9577722678
832	0.1429687504	0.9578104139
833	0.1429681804	0.9578104139
834	0.1429679933	0.9578104139
835	0.1429203417	0.9579248522
836	0.1429084577	0.9579248522
837	0.1429077011	0.9579248522
838	0.1428549736	0.9579629983
839	0.1428548396	0.9579629983
840	0.1428515633	0.95784856
841	0.1428465423	0.9578867061
842	0.1428458059	0.9578867061
843	0.1428414807	0.95784856
844	0.142840925	0.95784856
845	0.1428384669	0.9578104139
846	0.1428327442	0.95784856
847	0.1428325512	0.95784856
848	0.142831042	0.95784856
849	0.1428286681	0.95784856
850	0.1428196669	0.95784856
851	0.1428188851	0.95784856
852	0.142818787	0.95784856
853	0.1428182136	0.95784856
854	0.1428105993	0.9578867061
855	0.1428005102	0.9578867061
856	0.1427883248	0.9579248522
857	0.1427869886	0.9579248522
858	0.1427859541	0.9579248522
859	0.142737682	0.95784856
860	0.1426987576	0.9578867061
861	0.1426486734	0.9578867061
862	0.1426324573	0.9578867061
863	0.142599447	0.9579248522
864	0.1425897544	0.9578867061
865	0.1425801376	0.9578867061
866	0.1425531582	0.95784856
867	0.1425529225	0.95784856
868	0.1425398846	0.95784856
869	0.1424479532	0.9578104139
870	0.14244768	0.9578104139
871	0.1424427503	0.9578104139
872	0.1424401333	0.9578104139
873	0.1424400202	0.9578104139
874	0.1423884872	0.9578104139
875	0.1423842758	0.9578104139
876	0.1423555048	0.95784856
877	0.1423434051	0.95784856
878	0.1423382213	0.95784856
879	0.1422845737	0.95784856
880	0.1422838116	0.95784856
881	0.1422825896	0.95784856
882	0.1422820431	0.95784856
883	0.1422700166	0.9578867061
884	0.1422611038	0.9578867061
