iter	Logloss	Accuracy
885	0.1422567575	0.95784856
886	0.1422567193	0.95784856
887	0.1422557571	0.95784856
888	0.1422536588	0.95784856
889	0.1422527785	0.95784856
890	0.1422431022	0.95784856
891	0.1422419821	0.95784856
892	0.1422398029	0.95784856
893	0.1422299547	0.95784856
894	0.1422280058	0.95784856
895	0.1422270313	0.95784856
896	0.1422199806	0.95784856
897	0.142219318	0.95784856
898	0.1422128461	0.95784856
899	0.1421824242	0.95784856
900	0.1421808329	0.95784856
901	0.1421626847	0.95784856
902	0.142147555	0.95784856
903	0.1421308295	0.9578104139
904	0.1421279755	0.9578104139
905	0.1421031281	0.95784856
906	0.142098951	0.95784856
907	0.1420988287	0.95784856
908	0.1420448856	0.95784856
909	0.142013841	0.9578867061
910	0.142008625	0.9578867061
911	0.1419992071	0.95784856
912	0.1419970545	0.95784856
913	0.1419837864	0.9578104139
914	0.1419827318	0.9578104139
915	0.1419818245	0.9578104139
916	0.1419795341	0.9578104139
917	0.1419658275	0.95784856
918	0.1419655878	0.95784856
919	0.1419647462	0.95784856
920	0.1419269596	0.9578867061
921	0.1419246702	0.9578867061
922	0.1419030387	0.95784856
923	0.1419011662	0.95784856
924	0.1418986958	0.95784856
925	0.1418681312	0.9578104139
926	0.1418674902	0.9578104139
927	0.1418658338	0.9578104139
928	0.1418656206	0.9578104139
929	0.1418642526	0.9578104139
930	0.141863108	0.9578104139
931	0.1418564648	0.9578104139
932	0.14184015	0.9579248522
933	0.1418389842	0.9579248522
934	0.1418266264	0.9579248522
935	0.1418253232	0.9579248522
936	0.1418231475	0.9579248522
937	0.1417872815	0.9580011444
938	0.1417635794	0.9580392905
939	0.141763073	0.9580392905
940	0.1417629746	0.9580392905
941	0.1417594096	0.9580392905
942	0.141757926	0.9580392905
943	0.141757811	0.9580392905
944	0.1417508462	0.9580392905
945	0.1417507048	0.9580392905
946	0.1417310818	0.9580392905
947	0.1417097795	0.9580011444
948	0.1416751492	0.9579629983
949	0.1416731887	0.9580392905
950	0.1416678764	0.9580392905
951	0.1416581963	0.9580011444
952	0.1416577279	0.9580011444
953	0.1416512001	0.9580011444
954	0.1416455025	0.9579629983
955	0.1416284998	0.9579248522
956	0.1416282715	0.9579629983
957	0.1416202151	0.9579629983
958	0.1416199161	0.9579629983
959	0.1416105606	0.9579629983
960	0.1416037339	0.9580011444
961	0.1415743209	0.9579629983
962	0.1415668177	0.9579629983
963	0.1415666839	0.9579629983
964	0.1415630685	0.9579248522
965	0.1415618325	0.9579248522
966	0.1415424451	0.9579629983
967	0.1415351109	0.9579629983
968	0.141524354	0.9579629983
969	0.1415222855	0.9579629983
970	0.1415166544	0.9579629983
971	0.1415088256	0.9579629983
972	0.1415058468	0.9579629983
973	0.1414942643	0.9579248522
974	0.1414930557	0.9579248522
975	0.1414910873	0.9579248522
976	0.141490154	0.9579248522
977	0.1414782443	0.9579248522
978	0.1414394365	0.9580011444
979	0.1414244654	0.9580774366
980	0.1414233169	0.9580774366
981	0.1414211632	0.9580774366
982	0.1414194997	0.9580774366
983	0.1413995203	0.9580774366
984	0.1413456027	0.9581155827
985	0.141337084	0.9581155827
986	0.1413109621	0.9581155827
987	0.1413080112	0.9581155827
988	0.1412986029	0.9581155827
989	0.1412972312	0.9581537288
990	0.1412836672	0.9581537288
991	0.1412502405	0.9581537288
992	0.14124962	0.9581537288
993	0.1412476087	0.9581537288
994	0.1412475408	0.9581537288
995	0.1412435953	0.9581537288
996	0.1412406317	0.9581537288
997	0.1412344614	0.9581537288
998	0.141234391	0.9581537288
999	0.141234254	0.9581537288
