iter	Passed	Remaining
235	14053	45494
236	14117	45448
237	14184	45413
238	14250	45374
239	14314	45328
240	14384	45301
241	14446	45249
242	14515	45218
243	14581	45180
244	14648	45141
245	14713	45096
246	14783	45069
247	14842	45005
248	14894	44923
249	14957	44873
250	15030	44850
251	15097	44812
252	15163	44772
253	15233	44741
254	15303	44710
255	15364	44653
256	15440	44640
257	15513	44616
258	15583	44584
259	15650	44543
260	15715	44496
261	15785	44465
262	15850	44418
263	15911	44360
264	15983	44332
265	16050	44288
266	16115	44242
267	16180	44193
268	16242	44138
269	16302	44077
270	16364	44022
271	16436	43992
272	16500	43941
273	16561	43882
274	16632	43848
275	16697	43799
276	16772	43776
277	16834	43722
278	16905	43687
279	16969	43636
280	17041	43605
281	17105	43552
282	17174	43513
283	17231	43443
284	17292	43382
285	17355	43329
286	17428	43298
287	17497	43257
288	17554	43186
289	17621	43142
290	17688	43096
291	17764	43072
292	17829	43021
293	17895	42974
294	17967	42940
295	18021	42862
296	18084	42805
297	18149	42754
298	18214	42702
299	18284	42664
300	18342	42596
301	18400	42527
302	18463	42471
303	18526	42415
304	18602	42389
305	18666	42335
306	18724	42267
307	18787	42210
308	18847	42147
309	18910	42091
310	18980	42051
311	19052	42012
312	19116	41959
313	19180	41904
314	19239	41837
315	19302	41782
316	19371	41738
317	19440	41692
318	19514	41660
319	19583	41614
320	19651	41568
321	19721	41526
322	19792	41484
323	19856	41429
324	19924	41380
325	19986	41321
326	20057	41280
327	20112	41206
328	20176	41150
329	20249	41113
330	20314	41057
331	20378	41001
332	20446	40954
333	20515	40909
334	20590	40874
335	20661	40831
336	20732	40788
337	20799	40737
338	20865	40684
339	20928	40625
340	20993	40571
341	21063	40526
342	21132	40477
343	21198	40424
344	21268	40379
345	21337	40332
346	21404	40280
347	21464	40215
348	21529	40159
349	21598	40111
350	21658	40046
351	21729	40001
352	21791	39940
353	21856	39884
354	21921	39828
355	21982	39765
356	22048	39712
357	22107	39645
358	22172	39589
359	22231	39522
360	22290	39455
361	22354	39398
362	22415	39334
363	22471	39263
364	22520	39179
365	22589	39129
366	22656	39077
367	22731	39038
368	22795	38980
369	22855	38916
370	22922	38862
371	22978	38791
372	23045	38738
373	23111	38683
374	23179	38633
375	23245	38577
376	23309	38519
377	23376	38466
378	23440	38408
379	23521	38377
380	23594	38333
381	23636	38239
382	23705	38188
383	23768	38128
384	23830	38066
385	23894	38008
386	23961	37954
387	24032	37907
388	24133	37905
389	24239	37913
390	24312	37867
391	24418	37873
392	24506	37850
393	24598	37834
394	24706	37841
395	24809	37840
396	24913	37840
397	24984	37790
398	25050	37733
399	25114	37671
400	25179	37611
401	25250	37561
402	25317	37504
403	25378	37439
404	25439	37374
405	25501	37309
406	25581	37272
407	25648	37215
408	25706	37145
409	25766	37078
410	25836	37026
411	25905	36972
412	25973	36916
413	26046	36868
414	26108	36803
415	26156	36720
416	26221	36660
417	26295	36611
418	26353	36542
419	26415	36478
420	26484	36424
421	26557	36374
422	26620	36312
423	26674	36236
424	26734	36169
425	26800	36112
426	26859	36042
427	26918	35975
428	26984	35915
429	27053	35862
430	27112	35793
431	27178	35734
432	27240	35670
433	27304	35609
434	27368	35548
435	27431	35485
436	27498	35427
437	27559	35362
438	27629	35308
439	27698	35252
440	27766	35196
441	27832	35136
442	27895	35073
443	27968	35023
444	28030	34959
445	28087	34888
446	28144	34818
447	28211	34760
448	28280	34705
449	28345	34644
450	28404	34576
451	28477	34525
452	28548	34472
453	28620	34420
454	28691	34366
455	28757	34307
456	28822	34246
457	28892	34191
458	28962	34136
459	29031	34080
460	29100	34024
461	29170	33969
462	29233	33906
463	29297	33844
464	29366	33786
465	29429	33723
466	29494	33662
467	29568	33611
468	29639	33557
469	29703	33495
470	29759	33424
471	29814	33352
472	29882	33294
473	29952	33237
474	30018	33178
475	30089	33123
476	30153	33061
477	30224	33006
478	30289	32945
479	30354	32884
480	30415	32818
481	30483	32760
482	30543	32693
483	30605	32628
484	30676	32574
485	30745	32516
486	30838	32484
487	30960	32483
488	31063	32460
489	31170	32442
490	31242	32387
491	31307	32325
492	31375	32266
493	31479	32243
494	31535	32172
495	31603	32113
496	31687	32069
497	31751	32006
498	31817	31945
499	31883	31883
500	31947	31819
501	32020	31765
502	32100	31717
503	32175	31664
504	32259	31620
505	32355	31588
506	32424	31529
507	32485	31462
508	32553	31402
509	32621	31342
510	32689	31282
511	32755	31219
512	32839	31175
513	32941	31146
514	33045	31120
515	33113	31060
516	33171	30990
517	33240	30930
518	33313	30874
519	33384	30816
520	33439	30743
521	33507	30682
522	33572	30619
523	33646	30564
524	33713	30502
525	33772	30433
526	33859	30390
527	33930	30331
528	33996	30268
529	34069	30212
530	34129	30144
531	34202	30087
532	34268	30025
533	34331	29959
534	34400	29899
535	34465	29836
536	34521	29764
537	34566	29683
538	34624	29613
539	34689	29550
540	34750	29483
541	34802	29408
542	34869	29346
543	34935	29284
544	35013	29231
545	35078	29168
546	35137	29098
547	35205	29038
548	35254	28961
549	35317	28896
550	35388	28837
551	35457	28776
552	35515	28707
553	35582	28646
554	35651	28585
555	35711	28517
556	35772	28451
557	35825	28377
558	35889	28313
559	35952	28248
560	36020	28187
561	36093	28129
562	36151	28060
563	36205	27989
564	36278	27930
565	36342	27866
566	36423	27815
567	36517	27773
568	36625	27742
569	36695	27682
570	36767	27624
571	36841	27567
572	36899	27497
573	36964	27433
574	37032	27371
575	37094	27305
576	37160	27242
577	37220	27175
578	37290	27114
579	37350	27046
580	37422	26987
581	37483	26921
582	37549	26857
583	37626	26802
584	37707	26749
585	37774	26687
586	37828	26615
587	37886	26546
588	37959	26488
589	38020	26421
590	38083	26355
591	38150	26293
592	38211	26226
593	38251	26145
594	38318	26082
595	38378	26015
596	38427	25940
597	38491	25875
598	38549	25807
599	38624	25749
600	38692	25687
601	38759	25625
602	38819	25558
603	38875	25488
604	38946	25427
605	39010	25362
606	39073	25297
607	39133	25230
608	39195	25165
609	39251	25095
610	39308	25025
611	39368	24959
612	39424	24889
613	39493	24828
614	39559	24764
615	39622	24699
616	39692	24639
617	39744	24566
618	39804	24500
619	39869	24436
620	39931	24370
621	39997	24307
622	40064	24244
623	40128	24179
624	40192	24115
625	40256	24050
626	40324	23988
627	40388	23924
628	40440	23853
629	40500	23785
630	40561	23720
631	40621	23653
632	40677	23584
633	40747	23522
634	40806	23455
635	40872	23392
636	40933	23326
637	40999	23262
638	41063	23198
639	41130	23135
640	41197	23073
641	41265	23011
642	41323	22943
643	41388	22879
644	41458	22818
645	41518	22751
646	41586	22689
647	41651	22625
648	41713	22559
649	41774	22493
650	41839	22430
651	41904	22366
652	41965	22300
653	42022	22232
654	42093	22171
655	42157	22106
656	42222	22043
657	42281	21975
658	42341	21909
659	42405	21845
660	42470	21781
661	42536	21718
662	42601	21653
663	42664	21589
664	42724	21523
665	42788	21458
666	42851	21393
667	42910	21326
668	42970	21260
669	43027	21192
670	43083	21124
671	43141	21057
672	43196	20988
673	43255	20921
674	43315	20855
675	43378	20790
676	43440	20725
677	43526	20671
678	43608	20616
679	43672	20551
680	43729	20484
681	43791	20419
682	43855	20354
683	43913	20287
684	43973	20221
685	44037	20156
686	44098	20091
687	44159	20025
688	44220	19960
689	44289	19898
690	44354	19834
691	44416	19769
692	44483	19706
693	44544	19640
694	44612	19578
695	44674	19513
696	44744	19451
697	44816	19390
698	44884	19328
699	44954	19266
700	45026	19205
701	45091	19141
702	45155	19076
703	45215	19011
704	45284	18948
705	45349	18885
706	45413	18820
707	45472	18754
708	45527	18686
709	45595	18623
710	45666	18562
711	45730	18497
712	45802	18436
713	45861	18370
714	45921	18304
715	45992	18242
716	46060	18180
717	46122	18114
718	46180	18048
719	46238	17981
720	46299	17915
721	46363	17851
722	46415	17782
723	46475	17717
724	46548	17656
725	46621	17595
726	46688	17532
727	46757	17469
728	46820	17405
729	46889	17342
730	46947	17276
731	47019	17214
732	47084	17150
733	47149	17086
734	47220	17025
735	47288	16962
736	47354	16898
737	47419	16834
738	47481	16769
739	47551	16707
740	47620	16644
741	47682	16579
742	47736	16511
743	47822	16454
744	47893	16393
745	47951	16326
746	48010	16260
747	48076	16197
748	48143	16133
749	48205	16068
750	48261	16001
751	48334	15939
752	48404	15877
753	48463	15811
754	48516	15743
755	48569	15675
756	48637	15612
757	48704	15549
758	48773	15486
759	48839	15423
760	48907	15360
761	48966	15294
762	49029	15229
763	49096	15166
764	49161	15101
765	49204	15031
766	49249	14961
767	49310	14895
768	49372	14830
769	49452	14771
770	49508	14704
771	49572	14640
772	49626	14573
773	49690	14508
774	49750	14443
775	49819	14381
776	49888	14318
777	49947	14252
778	50008	14187
779	50063	14120
780	50132	14057
781	50198	13993
782	50268	13931
783	50333	13867
784	50397	13803
785	50458	13737
786	50524	13674
787	50584	13609
788	50643	13543
789	50707	13479
790	50770	13414
791	50842	13352
792	50910	13289
793	50961	13221
794	51019	13155
795	51085	13092
796	51152	13028
797	51207	12962
798	51267	12897
799	51338	12834
800	51397	12769
801	51456	12703
802	51515	12638
803	51577	12573
804	51657	12513
805	51727	12450
806	51797	12387
807	51881	12328
808	51939	12262
809	52010	12200
810	52072	12135
811	52132	12070
812	52189	12004
813	52241	11937
814	52296	11871
815	52356	11805
816	52414	11740
817	52477	11675
818	52527	11608
819	52590	11544
820	52653	11479
821	52708	11413
822	52755	11346
823	52818	11281
824	52881	11217
825	52939	11151
826	53001	11087
827	53071	11024
828	53135	10960
829	53189	10894
830	53256	10830
831	53315	10765
832	53372	10700
833	53432	10635
834	53489	10569
835	53556	10506
836	53614	10441
837	53667	10374
838	53732	10311
839	53779	10243
840	53844	10179
841	53920	10118
842	53980	10053
843	54032	9987
844	54082	9920
845	54149	9856
846	54215	9793
847	54268	9727
848	54318	9660
849	54382	9596
850	54448	9533
851	54511	9469
852	54556	9401
853	54606	9335
854	54662	9270
855	54726	9206
856	54790	9142
857	54854	9078
858	54913	9013
859	54977	8949
860	55040	8885
861	55109	8822
862	55170	8758
863	55227	8693
864	55293	8629
865	55347	8564
866	55407	8499
867	55445	8431
868	55509	8367
869	55579	8305
870	55631	8239
871	55686	8174
872	55750	8110
873	55806	8045
874	55871	7981
875	55947	7919
876	56054	7861
877	56168	7804
878	56248	7742
879	56317	7679
880	56377	7615
881	56427	7549
882	56492	7485
883	56561	7422
884	56670	7363
885	56773	7304
886	56837	7240
887	56901	7176
888	56964	7112
889	57015	7046
890	57084	6983
891	57147	6919
892	57208	6854
893	57267	6790
894	57330	6725
895	57393	6661
896	57480	6600
897	57556	6537
898	57641	6475
899	57710	6412
900	57776	6348
901	57853	6285
902	57926	6222
903	58004	6159
904	58070	6095
905	58141	6032
906	58207	5968
907	58272	5904
908	58400	5846
909	58518	5787
910	58615	5726
911	58685	5662
912	58750	5598
913	58817	5534
914	58883	5470
915	58942	5405
916	59012	5341
917	59073	5276
918	59120	5210
919	59175	5145
920	59262	5083
921	59337	5019
922	59424	4957
923	59483	4892
924	59545	4827
925	59615	4764
926	59673	4699
927	59727	4634
928	59768	4567
929	59825	4503
930	59881	4438
931	59943	4373
932	60015	4309
933	60076	4245
934	60140	4180
935	60202	4116
936	60256	4051
937	60329	3987
938	60389	3923
939	60449	3858
940	60504	3793
941	60565	3729
942	60627	3664
943	60683	3599
944	60746	3535
945	60798	3470
946	60867	3406
947	60929	3342
948	60995	3277
949	61060	3213
950	61126	3149
951	61187	3085
952	61238	3020
953	61305	2956
954	61370	2891
955	61446	2828
956	61504	2763
957	61567	2699
958	61623	2634
959	61692	2570
960	61762	2506
961	61827	2442
962	61888	2377
963	61942	2313
964	62023	2249
965	62091	2185
966	62157	2121
967	62265	2058
968	62341	1994
969	62401	1929
970	62462	1865
971	62529	1801
972	62588	1736
973	62655	1672
974	62712	1608
975	62777	1543
976	62836	1479
977	62904	1415
978	62970	1350
979	63030	1286
980	63089	1221
981	63152	1157
982	63216	1093
983	63280	1028
984	63347	964
985	63407	900
986	63474	836
987	63536	771
988	63597	707
989	63665	643
990	63732	578
991	63799	514
992	63852	450
993	63914	385
994	63965	321
995	64047	257
996	64109	192
997	64170	128
998	64223	64
999	64278	0
