iter	Logloss	Accuracy
232	0.1311998286	0.9629219912
233	0.1310074936	0.9631127217
234	0.1310045604	0.9630745756
235	0.130596022	0.9631127217
236	0.130568793	0.9631127217
237	0.130567203	0.9631127217
238	0.1305645997	0.9631127217
239	0.1305584058	0.9631127217
240	0.1303930541	0.9631508678
241	0.130179128	0.9630745756
242	0.130107185	0.9630364295
243	0.1298455405	0.9629982834
244	0.1298172382	0.9629982834
245	0.1297562265	0.9631508678
246	0.1296877445	0.9631890139
247	0.1296576302	0.9631508678
248	0.1296544901	0.9631890139
249	0.1295764898	0.96322716
250	0.1295664574	0.9632653061
251	0.1294856947	0.9632653061
252	0.1294786409	0.9633034522
253	0.1294413979	0.9633034522
254	0.1294393474	0.9633034522
255	0.1294341967	0.9632653061
256	0.1293896557	0.9632653061
257	0.1293884808	0.9633034522
258	0.1293878818	0.9633034522
259	0.1293454322	0.9634941827
260	0.1293430765	0.9634941827
261	0.1293123693	0.9635323288
262	0.1293085126	0.9634941827
263	0.129278625	0.9633415983
264	0.1292715824	0.9633415983
265	0.1292643594	0.9633797444
266	0.1290080347	0.9633415983
267	0.12900742	0.9633415983
268	0.1289458532	0.9633415983
269	0.1288952696	0.9634178905
270	0.1288897546	0.9633415983
271	0.1287850249	0.9634178905
272	0.1287276431	0.9634560366
273	0.1286111245	0.9634941827
274	0.1285691281	0.9635704749
275	0.1285358871	0.9636467671
276	0.1285317488	0.9636467671
277	0.128482453	0.9634941827
278	0.1284555333	0.9635704749
279	0.1284538693	0.9635704749
280	0.1284528015	0.9635704749
281	0.1284469252	0.9635704749
282	0.1281610121	0.9635323288
283	0.1280800601	0.9635323288
284	0.1280791455	0.963608621
285	0.1279977057	0.9637230593
286	0.1279523003	0.9637230593
287	0.1279469049	0.9637612054
288	0.127933725	0.9637612054
289	0.1279250421	0.9637612054
290	0.1278267177	0.9637993515
291	0.1276465946	0.963990082
292	0.1276069795	0.963990082
293	0.1275886363	0.9640282281
294	0.1275704994	0.9640282281
295	0.1275627777	0.9640663742
296	0.1275621284	0.9640663742
297	0.1275260543	0.9640663742
298	0.1275114127	0.9641045203
299	0.1274970555	0.9641808125
300	0.127259238	0.9642571047
301	0.1272298632	0.9642571047
302	0.1272137222	0.9642189586
303	0.1272097917	0.9642189586
304	0.1271914559	0.9641808125
305	0.1271732331	0.963990082
306	0.1271461024	0.9640663742
307	0.1271344156	0.9641426664
308	0.1271107286	0.9641426664
309	0.1268887885	0.9640663742
310	0.1268720552	0.9640663742
311	0.1268263169	0.9641426664
312	0.1267903835	0.9642952508
313	0.1267808868	0.9642952508
314	0.1267708049	0.9643333969
315	0.1267627147	0.9642189586
316	0.1267062234	0.9644859813
317	0.1266936523	0.9644096891
318	0.1266820097	0.9643333969
319	0.1266674313	0.9642952508
320	0.126644596	0.9644096891
321	0.1266428636	0.9644096891
322	0.1265806269	0.9644859813
323	0.1265773444	0.9644859813
324	0.1265202626	0.9645622735
325	0.1265002217	0.9644859813
326	0.1261656844	0.9643333969
327	0.1261614512	0.964371543
328	0.1261363293	0.9644859813
329	0.1261210714	0.9645241274
330	0.1261127282	0.9642571047
331	0.1261000234	0.9642571047
332	0.1260702307	0.9644478352
333	0.1260613227	0.9644478352
334	0.1260406186	0.9644478352
335	0.1259321411	0.9645241274
336	0.1259188764	0.9646385657
337	0.125904687	0.9645622735
338	0.1258962241	0.9645622735
339	0.1258744341	0.9645241274
340	0.1258367057	0.9644478352
341	0.1257896172	0.9646004196
342	0.1257882458	0.9646385657
343	0.1257780641	0.9646385657
344	0.125774608	0.9646385657
345	0.1257376599	0.9646385657
346	0.1257362905	0.9646385657
347	0.1257282607	0.9647148579
348	0.1257169982	0.9646767118
349	0.1257069977	0.964753004
350	0.1257052938	0.9647148579
351	0.1257034873	0.964753004
352	0.1257015863	0.964753004
353	0.1257003886	0.964753004
354	0.1256836787	0.9647911501
355	0.1253806371	0.9649437345
356	0.1253465563	0.9648674423
357	0.1253402915	0.9648292962
358	0.1253246562	0.9648292962
359	0.1253245662	0.9648292962
360	0.1252891297	0.9648674423
361	0.1252128313	0.9648292962
362	0.1251755252	0.9648674423
363	0.1251651729	0.9649055884
364	0.1251635258	0.9649055884
365	0.1249026677	0.965134465
366	0.124900517	0.965134465
367	0.1248907221	0.9651726111
368	0.1248657113	0.9652107572
369	0.1248362227	0.9652489033
370	0.1248346155	0.9652870494
371	0.124783093	0.9652870494
372	0.1247003859	0.9652870494
373	0.1246919568	0.9652489033
374	0.1246697639	0.9653251955
375	0.1246582069	0.9653251955
376	0.1246083176	0.9653251955
377	0.1245974802	0.9652870494
378	0.1245645866	0.9652489033
379	0.1245372892	0.9652489033
380	0.1244617394	0.9652489033
381	0.1244527744	0.9652489033
382	0.1244246242	0.9652870494
383	0.1242479887	0.9654014877
384	0.1242445223	0.9654014877
385	0.1242380468	0.9654014877
386	0.1241731147	0.9653633416
387	0.1241712906	0.9654014877
388	0.1241682497	0.9654014877
389	0.1241342666	0.9655540721
390	0.1240681235	0.9655922182
391	0.1239219889	0.9655922182
392	0.1239106985	0.9655540721
393	0.123860983	0.9655922182
394	0.1238479258	0.965515926
395	0.123772482	0.9656303643
396	0.123761634	0.9656685104
397	0.1237341032	0.9657829487
398	0.1236806292	0.9655922182
399	0.1236689581	0.9655922182
400	0.1236483845	0.9656685104
401	0.1235333263	0.9655540721
402	0.1235312726	0.9655922182
403	0.1229569032	0.9657448026
404	0.1229320217	0.9657448026
405	0.1229281731	0.9657066565
406	0.1229266314	0.9657066565
407	0.1228086892	0.9657066565
408	0.1228060966	0.9657066565
409	0.1227472874	0.9655922182
410	0.1227437004	0.9655540721
411	0.1227016435	0.9655540721
412	0.1224267886	0.9658592409
413	0.1224140688	0.965897387
414	0.1224008377	0.9658210948
415	0.1223917142	0.965897387
416	0.1220420022	0.9659355331
417	0.1220268974	0.9658592409
418	0.1219934678	0.965897387
419	0.1218392374	0.9659736792
420	0.1217675529	0.9660499714
421	0.1217306898	0.9660499714
422	0.1217140117	0.9660881175
423	0.1217063072	0.9661262636
424	0.1215164453	0.9660499714
425	0.121510622	0.9660118253
426	0.1214181486	0.9660499714
427	0.1214094257	0.9660118253
428	0.1214016535	0.9659355331
429	0.1213943765	0.9659355331
430	0.1213776245	0.9659736792
431	0.121363415	0.9660118253
432	0.1212494972	0.9660881175
433	0.1211078554	0.9664314324
434	0.1210862067	0.9663932863
435	0.12105537	0.9664314324
436	0.120927916	0.9664695785
437	0.1208524547	0.9664695785
438	0.1207940529	0.9665077246
439	0.1207929848	0.9665840168
440	0.1207645499	0.9665077246
441	0.1207102145	0.9665840168
442	0.1207071623	0.9666984551
443	0.1207026242	0.9666984551
444	0.1204543756	0.9667747473
445	0.1201857839	0.9670036239
446	0.120084612	0.9669654778
447	0.1199267452	0.9670036239
448	0.119916798	0.9670036239
449	0.1198943758	0.9669654778
450	0.1198846719	0.9670036239
451	0.1198771682	0.9670036239
452	0.1198610508	0.9670036239
453	0.119841183	0.9669654778
454	0.1197133357	0.9670799161
455	0.1196753363	0.9670799161
456	0.1196435815	0.9671562083
457	0.1196182545	0.9672706466
458	0.1195766548	0.9672325005
459	0.1195674169	0.9672325005
460	0.1195500679	0.9672325005
461	0.1195360131	0.9672325005
462	0.1194913493	0.9671562083
463	0.1194688337	0.9671943544
464	0.1194646003	0.9672325005
465	0.119373258	0.9672325005
466	0.119309064	0.9672706466
467	0.1192989002	0.9672325005
468	0.1192973936	0.9672325005
469	0.1191782052	0.9671943544
470	0.1191396252	0.9671180622
471	0.1191152966	0.9671180622
472	0.1190182725	0.9670799161
473	0.1188302166	0.9672325005
474	0.1188173368	0.9671943544
475	0.1188093051	0.9672706466
476	0.1188004867	0.9672706466
477	0.1186666786	0.9673087927
478	0.1186649422	0.9673087927
479	0.1185574512	0.9673087927
480	0.1185510868	0.9673087927
481	0.1185162285	0.9672706466
482	0.1185115837	0.9672706466
483	0.1185063093	0.9672325005
484	0.118505044	0.9672325005
485	0.1184827787	0.9672325005
486	0.1184616587	0.9673087927
487	0.1184314081	0.9673469388
488	0.1183790554	0.9673850849
489	0.1183466181	0.9673087927
490	0.1183354722	0.9673469388
491	0.1182945518	0.9673850849
492	0.1182714778	0.967423231
493	0.1182124116	0.9674613771
494	0.1182023622	0.9674613771
495	0.1181489127	0.9675376693
496	0.1181023374	0.9675376693
497	0.1180979362	0.9674995232
498	0.1180943765	0.9674995232
499	0.1180037231	0.9674995232
500	0.1179972991	0.9675376693
501	0.1179605693	0.9675376693
502	0.1179505763	0.9675376693
503	0.1178957266	0.9674613771
504	0.1178937149	0.9674613771
505	0.1178313755	0.9674613771
506	0.1176586557	0.9674995232
507	0.1176413958	0.9675758154
508	0.1176385583	0.9675758154
509	0.1174928021	0.9676139615
510	0.1174757119	0.9677665459
511	0.1174660248	0.9677665459
512	0.1173613129	0.967804692
513	0.117292756	0.9678428381
514	0.1172653438	0.9678809842
515	0.1172435356	0.9678809842
516	0.1171593063	0.9678428381
517	0.117149713	0.9678428381
518	0.1171334012	0.9676521076
519	0.1170890714	0.9677665459
520	0.1169785915	0.9679572764
521	0.1169435492	0.9679191303
522	0.1169382669	0.9679572764
523	0.1168870775	0.9679954225
524	0.1168588023	0.9680335686
525	0.1168553167	0.9680335686
526	0.1168477991	0.9679954225
527	0.1167660314	0.9676521076
528	0.1167447411	0.9676521076
529	0.116677555	0.9676902537
530	0.116313969	0.9675758154
531	0.1163126775	0.9675758154
532	0.1163064594	0.9675758154
533	0.116292456	0.9675758154
534	0.1162895997	0.9676521076
535	0.11625811	0.9677283998
536	0.116245615	0.9676902537
537	0.1162381001	0.9677665459
538	0.1162226475	0.967804692
539	0.1161305856	0.967804692
540	0.116118262	0.967804692
541	0.116061529	0.967804692
542	0.1160603873	0.967804692
543	0.1160446558	0.967804692
544	0.1160352384	0.967804692
545	0.1160041477	0.967804692
546	0.1159956851	0.967804692
547	0.1159636029	0.9677283998
548	0.1157053821	0.9679954225
549	0.1156819483	0.9680335686
550	0.1155794991	0.9681098608
551	0.1155459967	0.968186153
552	0.1155361397	0.9681480069
553	0.115525289	0.9681480069
554	0.1155118593	0.968186153
555	0.1154754879	0.9684150296
556	0.1154740963	0.9683005913
557	0.1153288261	0.9684913218
558	0.1152795329	0.9685294679
559	0.1151184965	0.9684913218
560	0.1150902963	0.9685294679
561	0.1150482366	0.9685294679
562	0.1150297648	0.9684913218
563	0.1150154191	0.9685294679
564	0.1149439824	0.968567614
565	0.1149363669	0.9685294679
566	0.1149353974	0.9685294679
567	0.1148245704	0.9686057601
568	0.1148229739	0.9686057601
569	0.1148201685	0.968567614
570	0.1148186208	0.968567614
571	0.1147830251	0.9686439062
572	0.1147782142	0.9686057601
573	0.114767152	0.9686057601
574	0.1147415268	0.968567614
575	0.1147190614	0.9686439062
576	0.1146953562	0.968567614
577	0.1146548718	0.968567614
578	0.1146512888	0.9685294679
579	0.1146355578	0.968567614
580	0.1146224795	0.9686057601
581	0.1146149465	0.9686057601
582	0.1146128081	0.9686057601
583	0.1146072493	0.9686439062
584	0.1145537766	0.968567614
585	0.1145532565	0.968567614
586	0.1145383131	0.968567614
587	0.1144531856	0.9685294679
588	0.1143979261	0.9684531757
589	0.1142313799	0.9686439062
590	0.1142273838	0.9686439062
591	0.1142184679	0.9686820523
592	0.1142170723	0.9686439062
593	0.1142042013	0.9686820523
594	0.1141596322	0.9686439062
595	0.1141108931	0.9687201984
596	0.1140540287	0.9686439062
597	0.1140536307	0.9686439062
598	0.1140369195	0.9686820523
599	0.1140266515	0.9686820523
600	0.1140261044	0.9686820523
601	0.1138936392	0.9686820523
602	0.1138532488	0.9687964906
603	0.1137162841	0.9687583445
604	0.1137123508	0.9687583445
605	0.11367705	0.9687583445
606	0.1136686643	0.9687201984
607	0.1136476406	0.9686820523
608	0.1136200669	0.9687201984
609	0.113597471	0.9686820523
610	0.1135772024	0.9686820523
611	0.1135456009	0.9687201984
612	0.1135392976	0.9687201984
613	0.1134715717	0.9687201984
614	0.1134654447	0.9687583445
615	0.1134466457	0.9688346367
616	0.1134417918	0.9688346367
617	0.1134291656	0.9687964906
618	0.1134192759	0.9687964906
619	0.1133094575	0.9689109289
620	0.1133012836	0.9688727828
621	0.1132921943	0.9688727828
622	0.1131909179	0.9691016594
623	0.1131354162	0.9691779516
624	0.1131302447	0.9692160977
625	0.11309728	0.9692542438
626	0.1130478074	0.9692160977
627	0.1130399998	0.9692160977
628	0.1130311518	0.9692542438
629	0.113026991	0.9692542438
630	0.1130239037	0.9692923899
631	0.1129795618	0.969330536
632	0.1129578584	0.9692923899
633	0.112868369	0.9693686821
634	0.1128660835	0.969330536
635	0.1127458035	0.9693686821
636	0.1127385744	0.9693686821
637	0.1126847707	0.9693686821
638	0.1126677012	0.9693686821
639	0.1126532182	0.9694068282
640	0.1126380802	0.9694068282
641	0.112552397	0.9694449743
642	0.1125517377	0.9694449743
643	0.1125413241	0.9694831204
644	0.1124852405	0.9695212665
645	0.1123981472	0.9695594126
646	0.1123888307	0.9695594126
647	0.1123409972	0.9694831204
648	0.1120831745	0.9695212665
649	0.1120618367	0.9695212665
650	0.1120253998	0.9694449743
651	0.1120072628	0.9695594126
652	0.1119735145	0.9695212665
653	0.1119290575	0.9695594126
654	0.1118421241	0.9695594126
655	0.1118185725	0.9695212665
656	0.1118110119	0.9695594126
657	0.1117885813	0.9695594126
658	0.1117819543	0.9695212665
659	0.1117509125	0.9695975586
660	0.1117472112	0.9696357047
661	0.1117348768	0.9695594126
662	0.1117274709	0.9695975586
663	0.1117114632	0.9696738508
664	0.1117102241	0.9696738508
665	0.1116431842	0.9695594126
666	0.1116296938	0.9695594126
667	0.1115918595	0.9695212665
668	0.1115839648	0.9695212665
669	0.1115820754	0.9695212665
670	0.1115693644	0.9695212665
671	0.1115597639	0.9695212665
672	0.1115284426	0.9695975586
673	0.1114753181	0.9696738508
674	0.1114734239	0.9696738508
675	0.1114642455	0.9697119969
676	0.1114618321	0.9696357047
677	0.1114473191	0.9697119969
678	0.111418881	0.9697119969
679	0.1114116625	0.9697119969
680	0.1114017621	0.9697119969
681	0.1113986709	0.9697119969
682	0.1113984567	0.9697119969
683	0.1113939307	0.969750143
684	0.1113873893	0.969750143
685	0.1113628707	0.9697882891
686	0.1113571012	0.9697882891
687	0.1111576397	0.969750143
688	0.1111536791	0.969750143
689	0.1111474108	0.9697882891
690	0.1111409517	0.969750143
691	0.1111363082	0.9697882891
692	0.1111215834	0.9698264352
693	0.1110243358	0.9698645813
694	0.1110225905	0.9698645813
695	0.1109655113	0.9697882891
696	0.1109594197	0.9697882891
697	0.1109287844	0.9698645813
698	0.1109273982	0.9698645813
699	0.110927012	0.9698645813
700	0.1108831125	0.9699027274
701	0.1108804943	0.9699408735
702	0.1108787228	0.9699408735
703	0.110830084	0.9698645813
704	0.1107733579	0.9698645813
705	0.1107549828	0.9699408735
706	0.1107492002	0.9699790196
707	0.1107266902	0.9699408735
708	0.1106116517	0.9699408735
709	0.1106064871	0.9699408735
710	0.1105903063	0.9699027274
711	0.1105540283	0.9699790196
712	0.1105379416	0.9700171657
713	0.110536874	0.9700171657
714	0.1105353401	0.9699790196
715	0.1105312229	0.9699790196
716	0.1105185183	0.9700171657
717	0.1105120603	0.9700171657
718	0.1104965091	0.9699790196
719	0.110495264	0.9700171657
720	0.1104936295	0.9700171657
721	0.1104933914	0.9700171657
722	0.1104892864	0.9700553118
723	0.1104766387	0.9700553118
724	0.1104740697	0.9700553118
725	0.1103178264	0.970131604
726	0.1103059406	0.970131604
727	0.1103021773	0.9701697501
728	0.1102145557	0.970131604
729	0.1102075406	0.9701697501
730	0.110186562	0.9701697501
731	0.1101313895	0.9702460423
732	0.1099453616	0.9702078962
733	0.1098635516	0.9702078962
734	0.1098542667	0.9702078962
735	0.1098400992	0.9702841884
736	0.1098121837	0.9703604806
737	0.1096524117	0.9703986267
738	0.1095081921	0.9704749189
739	0.1094925112	0.9705512111
740	0.109421684	0.9705512111
741	0.1092648056	0.9705512111
742	0.1091211363	0.9704749189
743	0.1091195834	0.970513065
744	0.1090581286	0.9704367728
745	0.1090352392	0.9705512111
746	0.1090275272	0.9705512111
747	0.1090255065	0.9705893572
748	0.1090104426	0.9706275033
749	0.1089233856	0.9706656494
750	0.108790385	0.9707419416
751	0.1087186342	0.9706275033
752	0.1085601965	0.9706275033
753	0.1084941521	0.9707037955
754	0.1084857776	0.9707419416
755	0.1084824431	0.9707037955
756	0.1084762412	0.9707419416
757	0.1084718174	0.9707037955
758	0.1084601591	0.9707037955
759	0.1084578506	0.9707419416
760	0.1084429341	0.9707419416
761	0.108440069	0.9707037955
762	0.1082831299	0.9707419416
763	0.1082406604	0.9707800877
764	0.1082371271	0.9707800877
765	0.1082356819	0.9707800877
766	0.1082001235	0.9707037955
767	0.1081672956	0.9708182338
768	0.1080725731	0.9707800877
769	0.1079125118	0.9707800877
770	0.1076586712	0.9706275033
771	0.1076179496	0.9706275033
772	0.1074411804	0.9707419416
773	0.1074335191	0.9707419416
774	0.1074198023	0.9707419416
775	0.107414702	0.9707419416
776	0.1074126673	0.9707419416
777	0.1074034387	0.9707037955
778	0.1073714032	0.9707037955
779	0.1073697939	0.9707419416
780	0.107320812	0.9707419416
781	0.1073141415	0.9707419416
782	0.1072879353	0.9707419416
783	0.10728764	0.9707419416
784	0.1072735845	0.9707800877
785	0.1072635847	0.9707800877
786	0.1072621666	0.9707800877
787	0.1072494587	0.9707800877
788	0.1072073622	0.9709326721
789	0.10720502	0.9709326721
790	0.1071715658	0.9709708182
791	0.1071539483	0.9709708182
792	0.1071318393	0.9709326721
793	0.1071235278	0.9709708182
794	0.1070023939	0.9709708182
795	0.1070014664	0.9709708182
796	0.106992718	0.9709326721
797	0.1069825659	0.9709708182
798	0.1069814819	0.9709326721
799	0.1069810375	0.9709326721
800	0.1069781066	0.9709708182
801	0.1069762731	0.9709326721
802	0.1069760856	0.970894526
803	0.1069743964	0.970894526
804	0.106954162	0.970894526
805	0.1069535262	0.9708563799
806	0.1069493128	0.9708563799
807	0.106938976	0.9709708182
808	0.1068971333	0.9710089643
809	0.1068642915	0.9710471104
810	0.1068625182	0.9710471104
811	0.1068601349	0.9709326721
812	0.1067915514	0.9709326721
813	0.1067480903	0.970894526
814	0.106717899	0.9710089643
815	0.1067064709	0.9710089643
816	0.1066845647	0.9710089643
817	0.1065701026	0.9710089643
818	0.1064357924	0.9710852565
819	0.1064225833	0.9710852565
820	0.1064169396	0.9710471104
821	0.106413435	0.9710471104
822	0.1064042588	0.9710852565
823	0.1060812264	0.9711615487
824	0.1059303547	0.9710471104
825	0.1058234537	0.9710852565
826	0.1058164666	0.9711234026
827	0.1058085807	0.9711234026
828	0.1057591899	0.9711615487
829	0.1057587977	0.9711615487
830	0.1057489535	0.9711996948
831	0.1057187839	0.9711615487
832	0.1056915368	0.9711615487
833	0.1056870634	0.9711615487
834	0.1056699262	0.9711615487
835	0.1056687228	0.9711615487
836	0.1056427964	0.9712378409
837	0.1056362122	0.9712378409
838	0.1056350465	0.9712378409
839	0.1056237827	0.971275987
840	0.1056223071	0.9712378409
841	0.1056109181	0.9711996948
842	0.105605425	0.9712378409
843	0.1055731576	0.9712378409
844	0.1053796881	0.971275987
845	0.1053665976	0.9713141331
846	0.1053614719	0.971275987
847	0.1053533495	0.971275987
848	0.10517948	0.9714285714
849	0.1050550987	0.9715430097
850	0.1050512822	0.9715811558
851	0.1050483576	0.9715811558
852	0.1050116319	0.971657448
853	0.1048421021	0.9715811558
854	0.1048059956	0.9715811558
855	0.1048042469	0.9715811558
856	0.1047942714	0.9715048636
857	0.1047490683	0.9715811558
858	0.1046759594	0.9715430097
859	0.1046554261	0.9715811558
860	0.1046505012	0.9715811558
861	0.104581887	0.9716193019
862	0.1044963371	0.9716955941
863	0.1044907152	0.9716955941
864	0.1044903507	0.9716955941
865	0.1044367906	0.9716193019
866	0.1043951564	0.9716955941
867	0.1043814546	0.9715811558
868	0.1043783704	0.9715811558
869	0.1043456327	0.9715811558
870	0.1043280509	0.9716193019
871	0.1041528331	0.9716955941
872	0.1041203673	0.9716955941
873	0.1040123508	0.9716955941
874	0.1040064442	0.9716193019
875	0.1039725908	0.9716193019
876	0.1039670579	0.9716193019
877	0.1037434283	0.9718100324
878	0.1037286894	0.9717337402
879	0.1037117719	0.9717337402
880	0.1037071795	0.9716955941
881	0.1036869555	0.9718100324
882	0.1036380753	0.9718100324
883	0.1035816217	0.9718481785
